2013/01/01,32.48054
2013/01/03,32.46622
2013/01/05,32.45296
2013/01/07,32.44078
2013/01/09,32.42970
2013/01/11,32.41975
2013/01/13,32.41094
2013/01/15,32.40328
2013/01/17,32.39679
2013/01/19,32.39148
2013/01/21,32.38736
2013/01/23,32.38442
2013/01/25,32.38267
2013/01/27,32.38212
2013/01/29,32.38277
2013/01/31,32.38461
2013/02/02,32.38765
2013/02/04,32.39189
2013/02/06,32.39733
2013/02/08,32.40396
2013/02/10,32.41177
2013/02/12,32.42077
2013/02/14,32.43094
2013/02/16,32.44226
2013/02/18,32.45471
2013/02/20,32.46828
2013/02/22,32.48295
2013/02/24,32.49870
2013/02/26,32.51551
2013/02/28,32.53336
2013/03/02,32.55223
2013/03/04,32.57209
2013/03/06,32.59293
2013/03/08,32.61472
2013/03/10,32.63743
2013/03/12,32.66104
2013/03/14,32.68552
2013/03/16,32.71083
2013/03/18,32.73694
2013/03/20,32.76381
2013/03/22,32.79141
2013/03/24,32.81971
2013/03/26,32.84866
2013/03/28,32.87824
2013/03/30,32.90842
2013/04/01,32.93915
2013/04/03,32.97041
2013/04/05,33.00215
2013/04/07,33.03436
2013/04/09,33.06697
2013/04/11,33.09996
2013/04/13,33.13329
2013/04/15,33.16691
2013/04/17,33.20078
2013/04/19,33.23486
2013/04/21,33.26911
2013/04/23,33.30350
2013/04/25,33.33799
2013/04/27,33.37253
2013/04/29,33.40710
2013/05/01,33.44166
2013/05/03,33.47618
2013/05/05,33.51061
2013/05/07,33.54493
2013/05/09,33.57908
2013/05/11,33.61303
2013/05/13,33.64674
2013/05/15,33.68018
2013/05/17,33.71330
2013/05/19,33.74608
2013/05/21,33.77847
2013/05/23,33.81045
2013/05/25,33.84199
2013/05/27,33.87306
2013/05/29,33.90363
2013/05/31,33.93366
2013/06/02,33.96314
2013/06/04,33.99202
2013/06/06,34.02029
2013/06/08,34.04789
2013/06/10,34.07481
2013/06/12,34.10103
2013/06/14,34.12650
2013/06/16,34.15121
2013/06/18,34.17513
2013/06/20,34.19825
2013/06/22,34.22053
2013/06/24,34.24198
2013/06/26,34.26256
2013/06/28,34.28226
2013/06/30,34.30106
2013/07/02,34.31894
2013/07/04,34.33588
2013/07/06,34.35186
2013/07/08,34.36687
2013/07/10,34.38089
2013/07/12,34.39390
2013/07/14,34.40589
2013/07/16,34.41687
2013/07/18,34.42680
2013/07/20,34.43570
2013/07/22,34.44356
2013/07/24,34.45037
2013/07/26,34.45613
2013/07/28,34.46083
2013/07/30,34.46446
2013/08/01,34.46702
2013/08/03,34.46851
2013/08/05,34.46892
2013/08/07,34.46825
2013/08/09,34.46651
2013/08/11,34.46369
2013/08/13,34.45981
2013/08/15,34.45486
2013/08/17,34.44887
2013/08/19,34.44183
2013/08/21,34.43376
2013/08/23,34.42467
2013/08/25,34.41457
2013/08/27,34.40346
2013/08/29,34.39135
2013/08/31,34.37826
2013/09/02,34.36420
2013/09/04,34.34918
2013/09/06,34.33322
2013/09/08,34.31634
2013/09/10,34.29856
2013/09/12,34.27990
2013/09/14,34.26039
2013/09/16,34.24004
2013/09/18,34.21889
2013/09/20,34.19696
2013/09/22,34.17427
2013/09/24,34.15084
2013/09/26,34.12670
2013/09/28,34.10187
2013/09/30,34.07638
2013/10/02,34.05026
2013/10/04,34.02354
2013/10/06,33.99626
2013/10/08,33.96844
2013/10/10,33.94012
2013/10/12,33.91134
2013/10/14,33.88214
2013/10/16,33.85255
2013/10/18,33.82261
2013/10/20,33.79234
2013/10/22,33.76180
2013/10/24,33.73100
2013/10/26,33.69998
2013/10/28,33.66880
2013/10/30,33.63747
2013/11/01,33.60605
2013/11/03,33.57457
2013/11/05,33.54307
2013/11/07,33.51161
2013/11/09,33.48023
2013/11/11,33.44896
2013/11/13,33.41784
2013/11/15,33.38693
2013/11/17,33.35625
2013/11/19,33.32584
2013/11/21,33.29574
2013/11/23,33.26600
2013/11/25,33.23664
2013/11/27,33.20771
2013/11/29,33.17926
2013/12/01,33.15131
2013/12/03,33.12392
2013/12/05,33.09712
2013/12/07,33.07096
2013/12/09,33.04547
2013/12/11,33.02068
2013/12/13,32.99664
2013/12/15,32.97337
2013/12/17,32.95090
2013/12/19,32.92926
2013/12/21,32.90849
2013/12/23,32.88861
2013/12/25,32.86965
2013/12/27,32.85164
2013/12/29,32.83461
2013/12/31,32.81859
2014/01/02,32.80361
2014/01/04,32.78968
2014/01/06,32.77684
2014/01/08,32.76509
2014/01/10,32.75446
2014/01/12,32.74496
2014/01/14,32.73660
2014/01/16,32.72939
2014/01/18,32.72335
2014/01/20,32.71848
2014/01/22,32.71479
2014/01/24,32.71229
2014/01/26,32.71098
2014/01/28,32.71088
2014/01/30,32.71199
2014/02/01,32.71431
2014/02/03,32.71784
2014/02/05,32.72257
2014/02/07,32.72849
2014/02/09,32.73560
2014/02/11,32.74388
2014/02/13,32.75333
2014/02/15,32.76392
2014/02/17,32.77565
2014/02/19,32.78851
2014/02/21,32.80247
2014/02/23,32.81753
2014/02/25,32.83366
2014/02/27,32.85086
2014/03/01,32.86909
2014/03/03,32.88834
2014/03/05,32.90858
2014/03/07,32.92977
2014/03/09,32.95190
2014/03/11,32.97492
2014/03/13,32.99881
2014/03/15,33.02355
2014/03/17,33.04909
2014/03/19,33.07541
2014/03/21,33.10247
2014/03/23,33.13026
2014/03/25,33.15873
2014/03/27,33.18785
2014/03/29,33.21760
2014/03/31,33.24792
2014/04/02,33.27878
2014/04/04,33.31015
2014/04/06,33.34198
2014/04/08,33.37423
2014/04/10,33.40686
2014/04/12,33.43984
2014/04/14,33.47312
2014/04/16,33.50667
2014/04/18,33.54046
2014/04/20,33.57445
2014/04/22,33.60860
2014/04/24,33.64287
2014/04/26,33.67723
2014/04/28,33.71164
2014/04/30,33.74605
2014/05/02,33.78043
2014/05/04,33.81473
2014/05/06,33.84891
2014/05/08,33.88295
2014/05/10,33.91679
2014/05/12,33.95041
2014/05/14,33.98377
2014/05/16,34.01684
2014/05/18,34.04958
2014/05/20,34.08198
2014/05/22,34.11398
2014/05/24,34.14557
2014/05/26,34.17669
2014/05/28,34.20733
2014/05/30,34.23744
2014/06/01,34.26699
2014/06/03,34.29596
2014/06/05,34.32430
2014/06/07,34.35200
2014/06/09,34.37902
2014/06/11,34.40535
2014/06/13,34.43096
2014/06/15,34.45583
2014/06/17,34.47993
2014/06/19,34.50324
2014/06/21,34.52575
2014/06/23,34.54741
2014/06/25,34.56822
2014/06/27,34.58814
2014/06/29,34.60716
2014/07/01,34.62526
2014/07/03,34.64241
2014/07/05,34.65862
2014/07/07,34.67385
2014/07/09,34.68810
2014/07/11,34.70137
2014/07/13,34.71363
2014/07/15,34.72488
2014/07/17,34.73512
2014/07/19,34.74432
2014/07/21,34.75248
2014/07/23,34.75958
2014/07/25,34.76563
2014/07/27,34.77061
2014/07/29,34.77451
2014/07/31,34.77734
2014/08/02,34.77909
2014/08/04,34.77977
2014/08/06,34.77938
2014/08/08,34.77791
2014/08/10,34.77539
2014/08/12,34.77180
2014/08/14,34.76716
2014/08/16,34.76146
2014/08/18,34.75472
2014/08/20,34.74693
2014/08/22,34.73811
2014/08/24,34.72825
2014/08/26,34.71738
2014/08/28,34.70550
2014/08/30,34.69263
2014/09/01,34.67879
2014/09/03,34.66399
2014/09/05,34.64825
2014/09/07,34.63159
2014/09/09,34.61403
2014/09/11,34.59559
2014/09/13,34.57629
2014/09/15,34.55614
2014/09/17,34.53517
2014/09/19,34.51339
2014/09/21,34.49083
2014/09/23,34.46751
2014/09/25,34.44347
2014/09/27,34.41873
2014/09/29,34.39332
2014/10/01,34.36727
2014/10/03,34.34062
2014/10/05,34.31340
2014/10/07,34.28564
2014/10/09,34.25738
2014/10/11,34.22863
2014/10/13,34.19944
2014/10/15,34.16984
2014/10/17,34.13985
2014/10/19,34.10952
2014/10/21,34.07888
2014/10/23,34.04797
2014/10/25,34.01684
2014/10/27,33.98551
2014/10/29,33.95404
2014/10/31,33.92247
2014/11/02,33.89083
2014/11/04,33.85917
2014/11/06,33.82753
2014/11/08,33.79593
2014/11/10,33.76443
2014/11/12,33.73305
2014/11/14,33.70185
2014/11/16,33.67085
2014/11/18,33.64010
2014/11/20,33.60964
2014/11/22,33.57952
2014/11/24,33.54978
2014/11/26,33.52046
2014/11/28,33.49160
2014/11/30,33.46325
2014/12/02,33.43543
2014/12/04,33.40820
2014/12/06,33.38157
2014/12/08,33.35559
2014/12/10,33.33030
2014/12/12,33.30571
2014/12/14,33.28188
2014/12/16,33.25883
2014/12/18,33.23660
2014/12/20,33.21522
2014/12/22,33.19473
2014/12/24,33.17516
2014/12/26,33.15654
2014/12/28,33.13889
2014/12/30,33.12225
2015/01/01,33.10662
2015/01/03,33.09204
2015/01/05,33.07852
2015/01/07,33.06608
2015/01/09,33.05474
2015/01/11,33.04451
2015/01/13,33.03542
2015/01/15,33.02747
2015/01/17,33.02069
2015/01/19,33.01509
2015/01/21,33.01067
2015/01/23,33.00745
2015/01/25,33.00544
2015/01/27,33.00463
2015/01/29,33.00502
2015/01/31,33.00661
2015/02/02,33.00940
2015/02/04,33.01339
2015/02/06,33.01856
2015/02/08,33.02492
2015/02/10,33.03246
2015/02/12,33.04116
2015/02/14,33.05104
2015/02/16,33.06206
2015/02/18,33.07422
2015/02/20,33.08751
2015/02/22,33.10191
2015/02/24,33.11739
2015/02/26,33.13394
2015/02/28,33.15153
2015/03/02,33.17013
2015/03/04,33.18972
2015/03/06,33.21027
2015/03/08,33.23177
2015/03/10,33.25418
2015/03/12,33.27747
2015/03/14,33.30163
2015/03/16,33.32663
2015/03/18,33.35242
2015/03/20,33.37899
2015/03/22,33.40629
2015/03/24,33.43429
2015/03/26,33.46296
2015/03/28,33.49225
2015/03/30,33.52212
2015/04/01,33.55254
2015/04/03,33.58348
2015/04/05,33.61490
2015/04/07,33.64676
2015/04/09,33.67902
2015/04/11,33.71166
2015/04/13,33.74463
2015/04/15,33.77790
2015/04/17,33.81143
2015/04/19,33.84517
2015/04/21,33.87909
2015/04/23,33.91315
2015/04/25,33.94730
2015/04/27,33.98150
2015/04/29,34.01571
2015/05/01,34.04991
2015/05/03,34.08404
2015/05/05,34.11808
2015/05/07,34.15200
2015/05/09,34.18575
2015/05/11,34.21930
2015/05/13,34.25262
2015/05/15,34.28567
2015/05/17,34.31841
2015/05/19,34.35081
2015/05/21,34.38283
2015/05/23,34.41442
2015/05/25,34.44557
2015/05/27,34.47623
2015/05/29,34.50638
2015/05/31,34.53598
2015/06/02,34.56502
2015/06/04,34.59346
2015/06/06,34.62127
2015/06/08,34.64844
2015/06/10,34.67492
2015/06/12,34.70071
2015/06/14,34.72575
2015/06/16,34.75004
2015/06/18,34.77354
2015/06/20,34.79622
2015/06/22,34.81807
2015/06/24,34.83906
2015/06/26,34.85918
2015/06/28,34.87841
2015/06/30,34.89672
2015/07/02,34.91412
