-54550.01029059673,87665597897.06728,88.43300219645512,-2.0658928035238566e+20,
-54551.34319724788,87663450473.46765,89.9478557175812,-2.0658926761774888e+20,
-54475.31400663381,87785773335.83545,91.46281451995766,-2.0658920692830414e+20,
-54322.998619668506,88031868893.31148,92.97353144282597,-2.0658909999073814e+20,
-54096.525945982095,88400346637.4661,94.4757382402553,-2.0658895108592383e+20,
-53798.99565671564,88889156904.01009,95.96532254116622,-2.065887662201836e+20,
-53434.36221221016,89495639358.29958,97.43839740904428,-2.065885521070195e+20,
-53007.293494210935,90216583645.89003,98.89136091573829,-2.0658831526206964e+20,
-52523.01355390067,91048299177.31078,100.32094359871542,-2.065880614355783e+20,
-51987.13911301564,91986690803.58989,101.72424292650349,-2.0658779530641434e+20,
-51405.5187997168,93027337174.186,103.09874433723708,-2.0658752049579314e+20,
-50784.08264783281,94165568814.9761,104.44232968345356,-2.0658723966489313e+20,
-50128.70764611314,95396543367.95406,105.7532741551288,-2.0658695470309104e+20,
-49445.10312866288,96715315936.71983,107.03023343444356,-2.0658666689045243e+20,
-48738.71794727487,98116903024.64575,108.27222290877026,-2.0658637709474385e+20,
-48014.6696563119,99596339085.77911,109.47859108549912,-2.0658608583184984e+20,
-47277.69472798277,101148725194.06125,110.64898889825596,-2.0658579343989614e+20,
-46532.11776348755,102769269749.64333,111.78333685410232,-2.0658550013818654e+20,
-45781.83715960163,104453321469.87009,112.88179144264203,-2.0658520602632647e+20,
-45030.324443081336,106196395155.18169,113.94471193076252,-2.065849111522153e+20,
-44280.63442142862,107994190882.6204,114.97262854580644,-2.065846155600079e+20,
-43535.42347119777,109842607372.4278,115.96621274474265,-2.0658431925241145e+20,
-42796.97362025402,111737750309.26253,116.92624988103304,-2.0658402226247208e+20,
-42067.22032687196,113675936392.12819,117.85361464941903,-2.065837246014732e+20,
-41347.78230971047,115653693848.55153,118.74924927085436,-2.065834262835566e+20,
-40639.99206631039,117667760089.62695,119.61414443854576,-2.0658312733692763e+20,
-39944.92605815709,119715077112.01273,120.44932289349934,-2.0658282782195188e+20,
-39263.43379611049,121792785177.60878,121.25582549253211,-2.065825277711258e+20,
-38596.16535360536,123898215226.42155,122.03469944823148,-2.0658222728188785e+20,
-37943.5969026095,126028880406.42776,122.78698870031666,-2.0658192636507875e+20,
-37306.05420034565,128182467038.21675,123.5137259294353,-2.065816251156269e+20,
-36683.73384579134,130356825272.97998,124.21592626511537,-2.065813235984012e+20,
-36076.722412878116,132549959650.47322,124.89458226397169,-2.065810219264073e+20,
-35485.01346082449,134760019718.84186,125.55066014102418,-2.0658072011201613e+20,
-34908.52263959384,136985290840.29706,126.18509684365576,-2.0658041826868176e+20,
-34347.100904109604,139224185274.9819,126.79879809955943,-2.0658011644507338e+20,
-33800.54611179573,141475233609.3048,127.39263702224478,-2.06579814794858e+20,
-33268.61302250819,143737076573.8372,127.96745346148704,-2.0657951326893382e+20,
